"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1664663255934021632","Fri Jun 02 16:00:22 +0000 2023","176","BRICS is considering expanding its membership BRICS is a success story. The group is also a brand and an asset so we have to take care of it Brazilian Foreign Minister According to Reuters representatives of Saudi Arabia the United Arab Emirates Cuba the Democratic https://t.co/zQ7m5eeYHQ","1664663255934021632","https://pbs.twimg.com/media/FxoSaMbX0AEN8V9.jpg","","en"," 💞💞💞","4","21","50","https://x.com/SprinterFamily/status/1664663255934021632","1128337957289697281","SprinterFamily"
"1741070010586644657","Sat Dec 30 12:13:32 +0000 2023","422","Indonesia 🇮🇩🇦🇷 Argentina Menolak BRICS","1741070010586644657","","","in","","1","27","39","https://x.com/gara_nam/status/1741070010586644657","1164725763637035008","gara_nam"
"1698490632761708713","Mon Sep 04 00:18:17 +0000 2023","969","Indonesia made the point of attending the summit of the club of emerging economies known as BRICS in South Africa last week but it politely turned down an invitation to join the group which is expanding its membership to strengthen its hand in ... https://t.co/onDh2QONoY","1698490632761708713","","","en","Jakarta","122","33","230","https://x.com/jakpost/status/1698490632761708713","68577507","jakpost"
"1635271628283330560","Mon Mar 13 14:35:37 +0000 2023","323","@BLINKSTATS No but seriously I'm not lying when saying they're the Nation Girlgroup in Indonesia. YG should realize this and give Jakarta an encore our crowd and pink ocean didn't disappoint https://t.co/Os3jm61fqH","1635288510927351810","https://pbs.twimg.com/ext_tw_video_thumb/1635287201683738625/pu/img/HrbyrbIexfUuPjXI.jpg","","en","Targaryen","3","5","47","https://x.com/eternalroseanne/status/1635288510927351810","1509153545089548290","eternalroseanne"
"1694033415547338962","Tue Aug 22 17:06:54 +0000 2023","374","Brazil s🇧🇷 Lula Da Silva: Indonesia🇮🇩 may be accepted into BRICS expresses his wish for Argentina🇦🇷 to be accepted https://t.co/fTkWcPKDdQ","1694033415547338962","https://pbs.twimg.com/media/F4JqZYmWEAEzkUU.jpg","","en","Dubai, United Arab Emirates","1","6","88","https://x.com/GUnderground_TV/status/1694033415547338962","1964862775","GUnderground_TV"
"1713803215223833009","Mon Oct 16 06:25:02 +0000 2023","737","BRICS to expand further: Putin in an interview subtly dropped into the conversation that Indonesia will also give BRICS huge growth capacity.","1713803215223833009","","","en","Private Universe","6","19","149","https://x.com/thesiriusreport/status/1713803215223833009","701774916920733696","thesiriusreport"
"1686838485800583170","Wed Aug 02 20:36:49 +0000 2023","16241","Countries that have officially applied to join the BRICS 🇩🇿 Algeria 🇦🇷 Argentina 🇧🇭 Bahrain 🇧🇩 Bangladesh 🇪🇬 Egypt 🇪🇹 Ethiopia 🇮🇩 Indonesia 🇮🇷 Iran 🇲🇽 Mexico 🇳🇬 Nigeria 🇸🇦 Saudi Arabia 🇦🇪 United Arab Emirates 🇻🇪 Venezuela","1686838485800583170","","","en","Global","750","678","3395","https://x.com/spectatorindex/status/1686838485800583170","1626294277","spectatorindex"
"1724976449008832972","Thu Nov 16 02:23:28 +0000 2023","164","The country of 17'000 islands Republic of Indonesia could join the BRICS economic group. #ETF $EIDO $XIDD https://t.co/I5jowOcw9m","1724976449008832972","https://pbs.twimg.com/media/F_BY74uWwAAza-j.jpg","","en","","2","3","21","https://x.com/ArthurBenta/status/1724976449008832972","930371480906498049","ArthurBenta"
"1726645288776155413","Mon Nov 20 16:54:51 +0000 2023","1","Bersama Kiai Muda Jatim Ribuan Warga Doakan Ganjar-Mahfud Pimpin Indonesia Argentina PBNU BRICS Iriana 75 M OpenAI AR-15 Senin Dr Death Bawaslu kapolri jelas2 netral Aceh Cirebon Rohingya Farage Liverpool - Salah Afi Nihaya https://t.co/HfUqRAtEzV","1726645288776155413","https://pbs.twimg.com/media/F_ZGvCcaUAAKLIX.jpg","","in","","0","0","1","https://x.com/AnjaniLila18/status/1726645288776155413","1598522135634673664","AnjaniLila18"
"1699698001269387273","Thu Sep 07 08:15:57 +0000 2023","516","Mata Uang Simbolik dari BRICS yang memuat nama-nama Negara yang menjadi Anggota dan nama-nama Negara yang akan menjadi Anggota. Inilah yang kemungkinan bikin Klauss Schwab CEO WEF Direktur IMF Direktur World Bank tergopoh-gopoh ke Indonesia menemui Presiden. Keputusan https://t.co/Aj7TUs1XFv","1699698001269387273","https://pbs.twimg.com/media/F5aKUwybQAAJ7Pp.jpg","","in","","4","62","157","https://x.com/DokterTifa/status/1699698001269387273","1502822366946402304","DokterTifa"
