"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1835661476755042670","Mon Sep 16 12:46:15 +0000 2024","1140","AKHIRNYA BRICKS SUSHI JADI JUGAA asli ini isinya banyak bgtt sushinya juga banyak jenisnyaa https://t.co/iN3Rf2RdnD","1835661476755042670","https://pbs.twimg.com/media/GXmUX69aoAAfS_Q.jpg","","in","","38","20","160","https://x.com/263juta/status/1835661476755042670","1527548617870872576","263juta"
"1786366019935916476","Fri May 03 12:03:42 +0000 2024","310"," 𝐁𝐈𝐑𝐓𝐇𝐃𝐀𝐘 𝐏𝐑𝐎𝐉𝐄𝐂𝐓 𝐒𝐇𝐄𝐍 𝐑𝐈𝐂𝐊𝐘 LED ADS STATIONS 2024 SHEN RICKY BIRTHDAY PROJECT ──── by @blondskyyy ──── ADS AT 93 STATIONS IN INDONESIA ⭒ Date : Monday 20 may 2024 ⭒ Time : 04:00 - 24:00 WIB Please check this thread for https://t.co/Ab9p0GsfTm","1786366019935916476","https://pbs.twimg.com/ext_tw_video_thumb/1786365990961582080/pu/img/CUezSyuVz-3ZZa44.jpg","","en","est. 230221","34","2","136","https://x.com/RICKYGLOBAL_/status/1786366019935916476","1629611483263819779","RICKYGLOBAL_"
"1802884030200979752","Tue Jun 18 02:00:23 +0000 2024","7111","BRICS merujuk kepada kumpulan kerjasama ekonomi yang diterajui oleh Brazil Rusia India China dan South Africa. Matlamat BRICS adalah untuk mengurangkan dominasi/hegemoni US dan blok barat (G7) dalam ekonomi dunia. Nak tahu baik ke tak baik kena faham beberapa konsep dulu. https://t.co/a5eGhuWiVR","1802884030200979752","https://pbs.twimg.com/media/GQUhdslbMAAp-iD.jpg","","in","","64","49","3821","https://x.com/AymanRashdanW/status/1802884030200979752","1245173156416901120","AymanRashdanW"
"1816510296069951991","Thu Jul 25 16:26:18 +0000 2024","27165","JUST IN: 🇮🇩 🇷🇺 Indonesia to purchase Russian oil despite Western sanctions. https://t.co/pxXn5GaWkK","1816510296069951991","https://pbs.twimg.com/media/GTWKfJoW0AQjGFM.jpg","","en","BRICS","226","465","4974","https://x.com/BRICSinfo/status/1816510296069951991","1449140157903482882","BRICSinfo"
"1821422973858783445","Thu Aug 08 05:47:32 +0000 2024","12779","🇷🇺 🇮🇩 Russia and Indonesia to hold first joint naval drills in November. https://t.co/XgHJ7t9Z9G","1821422973858783445","https://pbs.twimg.com/media/GUb-iZ-XgAEnrgK.jpg","","en","BRICS","93","175","2001","https://x.com/BRICSinfo/status/1821422973858783445","1449140157903482882","BRICSinfo"
"1846369605402743009","Wed Oct 16 01:56:32 +0000 2024","1888","BRICS = Brazil Russia India China South Africa ( plus Iran Egypt Ethiopia and the United Arab Emirates + Malaysia) BRICKS = Radio Televisyen Malaysia harap dapat betulkan https://t.co/JC49XvUlYu","1846369605402743009","https://pbs.twimg.com/media/GZ-fXg9b0AIMyj2.jpg","","in","In your heart and mind","9","40","472","https://x.com/maszlee/status/1846369605402743009","119162565","maszlee"
"1831307991041159196","Wed Sep 04 12:27:03 +0000 2024","482","AKHIRNYA RESTOCK JUGA INI BRICKS BUTTERFLY udah punya yg warna ungu jadi pengen beli yg warna pink..jujur ini ngerakitnya seharian tp krn hasilnya cantik bgt jadi ga ngerasa cape https://t.co/36m8vAn0so","1831307991041159196","https://pbs.twimg.com/media/GWoc6B-aAAAf3YW.jpg","","in","","4","1","93","https://x.com/263juta/status/1831307991041159196","1527548617870872576","263juta"
"1849230858206732358","Wed Oct 23 23:26:08 +0000 2024","170","Tahniah dan selamat untuk @Kemlu_RI. Langkah awal Menlu Sugiono termasuk penegasan sikap Indonesia dukung Palestina di forum BRICS. Semoga jadi langkah positif lanjutkan kebijakan berani Menlu Retno Marsudi untuk Palestina merdeka demi perdamaian dunia.","1849230858206732358","","","in","Jakarta Capital Region","1","6","43","https://x.com/hnurwahid/status/1849230858206732358","86012022","hnurwahid"
"1775558761920582044","Wed Apr 03 16:19:31 +0000 2024","1069","SUARA NETIZEN +62 : Dan kalian masih percaya? sedangkan BRIN Pendirinya jokowi dan sudah pasti orang2nya joko yang akan di tempatkan di jabatan² strategis. Begitu juga di BSSN. gue Ibh percaya omongan komeng daripada orang ini . https://t.co/5kTVXJyotV","1775558761920582044","https://pbs.twimg.com/ext_tw_video_thumb/1775558287905501184/pu/img/MFuYbW0Y1hBGoarn.jpg","","in","Cengkareng, Indonesia","12","87","426","https://x.com/NenkMonica/status/1775558761920582044","1040306964100669440","NenkMonica"
"1849195568381477354","Wed Oct 23 21:05:54 +0000 2024","27790"," BREAKING: BRICS officially adds 13 NEW NATIONS to the alliance as *Partner Countries.* 🇩🇿 Algeria 🇧🇾 Belarus 🇧🇴 Bolivia 🇨🇺 Cuba 🇮🇩 Indonesia 🇰🇿 Kazakhstan 🇲🇾 Malaysia 🇳🇬 Nigeria 🇹🇭 Thailand 🇹🇷 Turkey 🇺🇬 Uganda 🇺🇿 Uzbekistan 🇻🇳 Vietnam https://t.co/FqE0L5hnFN","1849195568381477354","https://pbs.twimg.com/media/GampfbIWsAAbiPz.jpg","","en","Miami, FL","382","1148","5251","https://x.com/jacksonhinklle/status/1849195568381477354","1151913018936053760","jacksonhinklle"
"1848998589680558301","Wed Oct 23 08:03:11 +0000 2024","15","Menteri Luar Negeri Indonesia 🇲🇨 Sugiono tiba di Kazan Russia 🇷🇺 untuk menghadiri KTT ke-16 BRICS. https://t.co/IgmJDXNKaP","1848998589680558301","https://pbs.twimg.com/ext_tw_video_thumb/1848998556839120896/pu/img/Rp8XWxtQPeeceWQr.jpg","","in","Manado-Jakarta-Lebanon","1","1","2","https://x.com/luckylucky0971/status/1848998589680558301","1548530637945982979","luckylucky0971"
"1847841179880346081","Sun Oct 20 03:24:03 +0000 2024","13814","Well no. Because WE FIXED IT! RIIZE IS SEVEN BRIIZE INDONESIA LED BILLBOARD SUPPORT LED Billboard Ad 20 October 2024 G-Vision City Building Gangnam-gu South Korea RII7E NEVER WALKS ALONE #RII7E_Or_None #SMRespectRii7e #BringBackSeunghan https://t.co/LsL8EKWMvc","1847841179880346081","https://pbs.twimg.com/media/GaTZtNYbUAYx0gV.jpg","","en","Indonesia","581","1418","6332","https://x.com/RIIZEINAUNION/status/1847841179880346081","1689280631400759301","RIIZEINAUNION"
"1795780408220782839","Wed May 29 11:33:07 +0000 2024","256","abis rakit bricks bunga yg ada lampunya kek gini cakep sih tapi ngerakitnya butuh kesabaran krn bricksnya kecil2 https://t.co/0jFBAnckQw","1795780408220782839","https://pbs.twimg.com/media/GOvkwvObsAA2GY_.jpg","","in","","2","5","84","https://x.com/263juta/status/1795780408220782839","1527548617870872576","263juta"
"1816530284231233873","Thu Jul 25 17:45:43 +0000 2024","1797"," BREAKING L #Indonésie va acheter du pétrole à la #Russie malgré les menaces de sanction des #USA. Depuis que les #BRICS et notamment la #Chine ont mis en marche le plan anti-dollar de nombreux pays n ont plus peur des sanctions occidentales. Le président #Poutine https://t.co/X82jloeOfx","1816530284231233873","https://pbs.twimg.com/media/GTWcqggWEAAB5g8.jpg","","fr","France","10","22","642","https://x.com/BRICSNewsFR/status/1816530284231233873","1687976569552183296","BRICSNewsFR"
"1848938598357471324","Wed Oct 23 04:04:48 +0000 2024","2479","🇷🇺🇮🇩 Menteri Luar Negeri Republik Indonesia Sugiono tiba di Kazan Rusia untuk menghadiri KTT ke-16 BRICS. kota Kazan https://t.co/G4wXe7YioX","1848938598357471324","https://pbs.twimg.com/ext_tw_video_thumb/1848938503893356549/pu/img/EYW2TUbu0CWQIv6S.jpg","","in","Indonesia, Jakarta","56","76","291","https://x.com/RusEmbJakarta/status/1848938598357471324","360374306","RusEmbJakarta"
"1849227704937460056","Wed Oct 23 23:13:36 +0000 2024","185","On the sidelines of the BRICS Plus Summit Foreign Minister Sugiono held a bilateral meeting with the Secretary General of the Executive Committee of the Palestinian Liberation Organization (PLO) Hussein Al Sheikh (23/10). During the meeting Foreign Minister Sugiono conveyed https://t.co/jj0Xfy3xJh","1849227704937460056","https://pbs.twimg.com/media/GanGyx0agAAXQy9.jpg","","en","Jakarta","22","11","74","https://x.com/Kemlu_RI/status/1849227704937460056","160858057","Kemlu_RI"
"1849103049358234026","Wed Oct 23 14:58:16 +0000 2024","213","Presiden Rusia Vladimir Putin Rabu (23/10/2024) dalam pertemuan BRICS kpd Presiden Iran Masoud Pezeshkian mengatakan Sampaikan salam dan doa terbaik saya utk Ayatullah Sayid Ali Khamenei. Kami benar2 menganggap sikap konstruktif beliau sangat berharga. Terimakasih banyak. https://t.co/VaUPWHme0S","1849103049358234026","https://pbs.twimg.com/ext_tw_video_thumb/1849101897694691328/pu/img/6M0JJs0Z7BLpOkND.jpg","","in","Tehran - Iran 🇮🇷 ","0","2","42","https://x.com/Parstoday20211/status/1849103049358234026","1244005636209356803","Parstoday20211"
"1741986548562927905","Tue Jan 02 00:55:32 +0000 2024","2913","BREAKING Mesir Iran Arab Saudi UAE dan Ethiopia secara resmi bergabung dengan BRICS https://t.co/dJrrYkdR7w.","1741986548562927905","","","in","Indonesia","191","129","421","https://x.com/TxtdariHI/status/1741986548562927905","1292806214955307010","TxtdariHI"
"1805739392365216219","Tue Jun 25 23:06:34 +0000 2024","1274","Thailand and Malaysia have officially submitted applications to join BRICS https://t.co/h3W5IDZtmB","1805739392365216219","https://pbs.twimg.com/media/GQ9GaGgWMAAs8We.jpg","","en"," 💞💞💞","5","8","239","https://x.com/SprinterFamily/status/1805739392365216219","1128337957289697281","SprinterFamily"
"1774632854242341059","Mon Apr 01 03:00:18 +0000 2024","345","[🇮🇩Sonny Brisko Birthday Ad Project in Indonesia] Saturday 6 April 2024 ⏰06.00-23.00 93 stations 13 cities in Indonesia dom't forget to take a picture and post it with the hashtag~ #SelamatBrisko2024 full list of locations below https://t.co/kAWtyVUPug","1774632854242341059","https://pbs.twimg.com/ext_tw_video_thumb/1774632831819616256/pu/img/KRei4mb7rNrTZO-f.jpg","","en","21↑","45","9","176","https://x.com/midonaitocheese/status/1774632854242341059","1226502952749162498","midonaitocheese"
"1820744151585165726","Tue Aug 06 08:50:08 +0000 2024","250","kren banget bri kembali menjadi sponsor utama dalam kompetisi teratas di indonesia selama empat musim berturut-turut sukses trus pokoknya untuk penyelenggaraan bri liga 1 2024-2025 #BRILiga1Cemerlang https://t.co/5cfjEy8OxI","1820744151585165726","https://pbs.twimg.com/media/GUSVJheakAAr-Vq.jpg","","in","","57","315","308","https://x.com/rindubeneran/status/1820744151585165726","1038942409","rindubeneran"
"1823566566002450749","Wed Aug 14 03:45:24 +0000 2024","177","untuk mencatat pertumbuhan transaksi finansial yg signifikan bagi masyarakat bri menyediakan layanan #SatuJutaAgenBRILink di seluruh pelosok indonesia link beritanya disini https://t.co/n9k5rcQWYT https://t.co/dYS78iyPPy","1823566566002450749","https://pbs.twimg.com/ext_tw_video_thumb/1823566519298863104/pu/img/ghyMS9FzLeNlWg_V.jpg","","in","Cilacap, Jawa Tengah","0","186","167","https://x.com/kudila_/status/1823566566002450749","1164045379526000640","kudila_"
